score	clip	text spoken	heard
0.77	gk-lkg-sports-equipment-s13.mp3	ଟେନିସ ର୍ୟାକେଟ ଆଉ ବଲରେ ଖେଳାଯାଏ.	3.3s
0.77	math-ukg-sub-double-s02.mp3	ପନ୍ଦର ବିଯୁକ୍ତ ପାଞ୍ଚ ହେଲା ଦଶ.	3.1s
0.78	math-ukg-add-double-s02.mp3	ଦଶ ଯୁକ୍ତ ପାଞ୍ଚ ହେଲା ପନ୍ଦର.	2.9s
0.78	farm_yard_s2.mp3	ଆମକୁ କ୍ଷୀର ଦେଉଥିବା ପ୍ରାଣୀକୁ ଖୋଜି ପାରିବ କି.	4.1s
0.78	evs-nur-festivals-s05.mp3	ହୋଲି ରଙ୍ଗର ପର୍ବ. ଆମେ ପରସ୍ପରକୁ ଅବିର ଲଗାଉ.	4.7s
0.78	evs-lkg-professions-s05.mp3	ଶିକ୍ଷୟିତ୍ରୀ ବହିରୁ ପଢ଼ାନ୍ତି.	2.7s
0.78	evs-ukg-national-symbols-s07.mp3	ଆଉ ବର ଗଛ ଆମର ଜାତୀୟ ବୃକ୍ଷ.	3.1s
0.78	eng-nur-water-animals-s01.mp3	ଆମେ ସମୁଦ୍ର ଭିତରେ ଅଛୁ. ଏଠି ପାଣିରେ ବହୁତ ପ୍ରାଣୀ ରହନ୍ତି.	5.3s
0.78	evs-ukg-water-cycle-s02.mp3	ଗରମ ପାଣି ବାଷ୍ପ ହୋଇ ଉପରକୁ, ଉପରକୁ ଆକାଶକୁ ଉଠେ.	4.9s
0.78	evs-ukg-places-of-worship-s02.mp3	ଏହା ଏକ ଗୀର୍ଜା. ଖ୍ରୀଷ୍ଟିଆନମାନେ ଏଠାରେ ପ୍ରାର୍ଥନା କରନ୍ତି.	5.6s
0.78	evs-lkg-professions-s09.mp3	ଚାଷୀ ଟ୍ରାକ୍ଟରରେ ଜମି ହଳ କରନ୍ତି.	3.3s
0.79	eng-lkg-in-on-under-s03.mp3	ହଳଦିଆ ବଲ ଟବ ଭିତରେ ଅଛି.	2.7s
0.79	evs-ukg-water-cycle-s01.mp3	ସୂର୍ଯ୍ୟ ପୋଖରୀର ପାଣିକୁ ଗରମ କରେ.	3.3s
0.79	eng-nur-birds-s01.mp3	ଏମାନେ ପକ୍ଷୀ. ପକ୍ଷୀମାନଙ୍କର ଡେଣା ଥାଏ, ଆଉ ସେମାନେ ଉଡ଼ନ୍ତି.	5.6s
0.79	eng-nur-wild-animal-traits-s07.mp3	କଙ୍ଗାରୁ ନିଜ ଛୁଆକୁ ପେଟର ଥଳିରେ ରଖେ.	3.5s
0.79	math-ukg-add-double-s06.mp3	କୋଡ଼ିଏ ଯୁକ୍ତ ପନ୍ଦର ହେଲା ପଇଁତିରିଶ.	3.5s
0.79	eng-lkg-hot-cold-s02.mp3	ଆଇସକ୍ରିମ ଥଣ୍ଡା.	1.9s
0.79	math-nur-count-21-50-s14.mp3	ଏକତିରିଶ ରୁ ପଇଁତିରିଶ.	2.3s
0.79	evs-ukg-safe-touch-s06.mp3	ତୃତୀୟ, ଭରସା କରୁଥିବା ଜଣେ ବଡ଼ଙ୍କୁ କୁହ.	3.8s
0.80	solar_system_s1.mp3	ଆମେ ମହାକାଶରେ ଭାସୁଛେ. ସୂର୍ଯ୍ୟ ତୁମ ଆଗରେ, ବର୍ତ୍ତମାନ ବୁଲି ଚାରିଆଡ଼େ ଦେଖ.	6.9s
0.80	math-ukg-sub-double-s04.mp3	ଅଠର ବିଯୁକ୍ତ ଛଅ ହେଲା ବାର.	2.7s
0.80	gk-lkg-sports-equipment-s06.mp3	ଏହା ଏକ ର୍ୟାକେଟ.	1.7s
0.80	gk-lkg-sports-equipment-s12.mp3	ଏହା ଏକ ର୍ୟାକେଟ.	1.7s
0.80	chem_lab_s3.mp3	ଷ୍ଟାଣ୍ଡରେ ଥିବା ଲମ୍ବା ନଳୀକୁ ପରୀକ୍ଷା ନଳୀ କୁହାଯାଏ.	4.8s
0.80	gk-lkg-sports-equipment-s05.mp3	ଫୁଟବଲରେ ବଲକୁ ଗୋଡ଼ରେ ମାରି ଗୋଲ ଭିତରକୁ ପଠାଯାଏ.	4.8s
0.80	evs-ukg-dinosaur-park-s04.mp3	ଏହି ଡାଇନୋସରର ମୁଣ୍ଡରେ ଗୋଟିଏ ଲମ୍ବା ଚୂଳ ଥିଲା.	4.6s
0.80	evs-ukg-dinosaur-park-s01.mp3	ଏହା ଡାଇନୋସର ପାର୍କ. ଏଗୁଡ଼ିକ ଡାଇନୋସରର ମୂର୍ତ୍ତି, ଏମାନେ ପ୍ରକୃତ ନୁହନ୍ତି. ଡାଇନୋସର ବହୁତ, ବହୁତ ଆଗରୁ ଥିଲେ. ଆଜି କୌଣସି ଡାଇନୋସର ବଞ୍ଚି ନାହାନ୍ତି.	14.3s
0.80	evs-ukg-india-culture-s01.mp3	ଭାରତରେ ଅନେକ ପ୍ରକାରର ଲୋକ ରହନ୍ତି. ସମସ୍ତଙ୍କର ନିଜର ଭାଷା, ନିଜର ପୋଷାକ ଆଉ ନିଜର ପର୍ବ ଅଛି.	9.7s
0.80	eng-nur-fruits-s09.mp3	ଏହା ଏକ ଷ୍ଟ୍ରବେରୀ.	1.9s
0.80	evs-lkg-professions-s04.mp3	ଏ ଜଣେ ଶିକ୍ଷୟିତ୍ରୀ.	1.9s
0.80	eng-nur-shapes-s04.mp3	ଏହା ଏକ ତ୍ରିଭୁଜ.	1.7s
0.80	eng-nur-insects-s01.mp3	ଏମାନେ କୀଟପତଙ୍ଗ. କୀଟପତଙ୍ଗ ବହୁତ ଛୋଟ, ଏଠି ଆମେ ସେମାନଙ୍କୁ ବଡ଼ କରି ଦେଖାଇଛୁ. ଗଣ, ପ୍ରତ୍ୟେକ କୀଟର ଛଅଟି ଗୋଡ଼ ଥାଏ.	11.4s
0.80	math-ukg-multiply-single-s07.mp3	ତିନି ଗୁଣନ ଚାରି ହେଲା ବାର.	2.3s
0.81	eng-lkg-months-year-s13.mp3	ଜାନୁଆରୀରୁ ଡିସେମ୍ବର, ଏହା ହେଲା ପୂରା ବର୍ଷ.	4.0s
0.81	evs-ukg-india-culture-s02.mp3	ଆମେ ହାତ ଯୋଡ଼ି ନମସ୍କାର କରୁ.	2.8s
0.81	gk-lkg-sports-equipment-s01.mp3	ଖେଳିଲେ ଆମେ ସୁସ୍ଥ ରହୁ. ପ୍ରତ୍ୟେକ ଖେଳର ନିଜର ସରଞ୍ଜାମ ଥାଏ.	5.9s
0.81	evs-lkg-healthy-food-s01.mp3	ଏମାନଙ୍କ ଭିତରୁ କେଉଁଟି ସ୍ୱାସ୍ଥ୍ୟକର ଖାଦ୍ୟ. ତାକୁ ଛୁଅଁ.	5.3s
0.81	evs-lkg-healthy-food-s02.mp3	ଏମାନଙ୍କ ଭିତରୁ କେଉଁଟି ସ୍ୱାସ୍ଥ୍ୟକର ଖାଦ୍ୟ. ତାକୁ ଛୁଅଁ.	5.3s
0.81	evs-lkg-healthy-food-s03.mp3	ଏମାନଙ୍କ ଭିତରୁ କେଉଁଟି ସ୍ୱାସ୍ଥ୍ୟକର ଖାଦ୍ୟ. ତାକୁ ଛୁଅଁ.	5.3s
0.81	evs-lkg-community-helpers-s08.mp3	ସେମାନେ ଆମକୁ ସାହାଯ୍ୟ କଲେ, ଆମେ କହୁ, ଧନ୍ୟବାଦ.	4.5s
0.81	evs-lkg-special-vehicles-s03.mp3	ଏହା ଆମ୍ବୁଲାନ୍ସ. ଏହା ଅସୁସ୍ଥ ଲୋକଙ୍କୁ ଶୀଘ୍ର ଡାକ୍ତରଖାନା ନିଏ.	6.2s
0.81	evs-ukg-national-symbols-s01.mp3	ଆମ ଦେଶର ନାଁ ଭାରତ. ପ୍ରତ୍ୟେକ ଦେଶର ନିଜର ଜାତୀୟ ପ୍ରତୀକ ଥାଏ.	6.2s
0.81	evs-nur-good-habits-s04.mp3	ଆମେ ପ୍ରତିଦିନ ଗାଧୋଉ ଆଉ ତଉଲିଆରେ ଦେହ ପୋଛୁ.	4.5s
0.81	evs-ukg-states-india-s03.mp3	ଗୁଜରାଟର ଗିର ଜଙ୍ଗଲରେ ସିଂହ ରହନ୍ତି.	3.8s
0.81	evs-ukg-national-symbols-s04.mp3	ମୟୂର ଆମର ଜାତୀୟ ପକ୍ଷୀ.	2.6s
0.81	eng-lkg-days-week-s02.mp3	ସୋମବାର ପରେ ମଙ୍ଗଳବାର ଆସେ.	3.0s
0.81	math-ukg-sub-double-s06.mp3	ତିରିଶ ବିଯୁକ୍ତ ଦଶ ହେଲା କୋଡ଼ିଏ.	3.0s
0.81	evs-ukg-village-city-s04.mp3	ଚାରି ମହଲା, ପାଞ୍ଚ ମହଲା, ଗୋଟିଏ ଉପରେ ଆଉ ଗୋଟିଏ.	4.7s
0.81	evs-lkg-professions-s10.mp3	ଏ ଜଣେ ଅଗ୍ନିଶମ କର୍ମଚାରୀ.	2.8s
0.81	hin-lkg-sabji-rang-s04.mp3	ଗାଜର କମଳା ରଙ୍ଗର.	2.1s
0.81	evs-lkg-professions-s03.mp3	ଡାକ୍ତର ଷ୍ଟେଥୋସ୍କୋପରେ ଆମ ହୃଦୟର ଧକଧକ ଶୁଣନ୍ତି.	5.4s
0.82	eng-lkg-hot-cold-s03.mp3	ଚୁଲିରୁ ଓହ୍ଲାଇଥିବା ହାଣ୍ଡି ଗରମ.	3.2s
0.82	eng-nur-wild-animal-traits-s06.mp3	ଗଣ୍ଡାର ନାକ ଉପରେ ଶିଙ୍ଗ ଥାଏ.	3.0s
0.82	evs-ukg-states-india-s01.mp3	ଭାରତ ବହୁତ ବଡ଼ ଦେଶ. ଏଥିରେ ଅଠେଇଶଟି ରାଜ୍ୟ ଅଛି. ପ୍ରତ୍ୟେକ ରାଜ୍ୟର କିଛି ଖାସ କଥା ଅଛି.	8.6s
0.82	evs-ukg-places-of-worship-s04.mp3	ଏହା ଏକ ମସଜିଦ. ମୁସଲମାନମାନେ ଏଠାରେ ପ୍ରାର୍ଥନା କରନ୍ତି.	5.8s
0.82	eng-lkg-animal-sound-names-s01.mp3	ପ୍ରତ୍ୟେକ ପଶୁର ଡାକର ଗୋଟିଏ ନାଁ ଅଛି.	3.7s
0.83	evs-ukg-places-of-worship-s05.mp3	ଏହା ଏକ ମନ୍ଦିର. ହିନ୍ଦୁମାନେ ଏଠାରେ ପ୍ରାର୍ଥନା କରନ୍ତି.	5.4s
0.83	evs-ukg-river-crossing-s02.mp3	ନଦୀ ଗଭୀର, ଆଉ ପାଣି ଜୋରରେ ବହେ. ଆମେ କେବେ ବି ଏକୁଟିଆ ନଦୀକୁ ଓହ୍ଲାଉ ନାହିଁ.	6.9s
0.83	evs-nur-festivals-s08.mp3	ଇଦରେ ଆମେ ଜହ୍ନ ଦେଖୁ, ଆଉ ସମସ୍ତଙ୍କୁ ଇଦ ମୁବାରକ କହୁ.	5.6s
0.83	evs-nur-rainbow-s03.mp3	ଆଉ ଦେଖ, ଇନ୍ଦ୍ରଧନୁ.	2.2s
0.83	evs-ukg-snow-camp-s05.mp3	ଆଉ ଦେଖ ଆମେ କଣ ତିଆରି କଲୁ, ସ୍ନୋମ୍ୟାନ.	3.9s
0.83	math-ukg-compare-numbers-s05.mp3	ପାଞ୍ଚ ଆଉ ପାଞ୍ଚ କୁ ଦେଖ.	2.4s
0.83	evs-ukg-germination-s06.mp3	ମଞ୍ଜିରୁ ଗଛ ହେବାକୁ ଅଙ୍କୁରୋଦ୍ଗମ କୁହାଯାଏ. ତୁମେ ମଧ୍ୟ ଗୋଟିଏ ମଞ୍ଜି ବୁଣି ଦେଖ.	7.6s
0.83	our_classroom_s1.mp3	ବର୍ତ୍ତମାନ ଆମେ ଭିତରେ. ଏହା ଆମର ଶ୍ରେଣୀ କକ୍ଷ.	4.8s
0.83	math-nur-long-short-s03.mp3	ଏହି ଦୁଇଟି ଭିତରୁ ସବୁଜଟି ଅଧିକ ଲମ୍ବା.	3.9s
0.83	evs-ukg-seasons-s01.mp3	ପ୍ରତିବର୍ଷ ତିନୋଟି ଋତୁ ଆସେ, ଖରାଦିନ, ବର୍ଷାଦିନ ଆଉ ଶୀତଦିନ.	6.1s
0.83	evs-ukg-places-of-worship-s03.mp3	ଏହା ଏକ ଗୁରୁଦ୍ୱାର. ଶିଖମାନେ ଏଠାରେ ପ୍ରାର୍ଥନା କରନ୍ତି.	5.5s
0.83	evs-ukg-safe-touch-s08.mp3	ଏଥିରେ କେବେ ବି ତୁମର ଭୁଲ ନୁହେଁ. ଆଉ ଜଣେ ନ ଶୁଣିଲେ ଆଉ ଜଣଙ୍କୁ କୁହ, କେହି ସାହାଯ୍ୟ ନ କରିବା ଯାଏଁ କହି ଚାଲ.	9.8s
0.83	evs-lkg-community-helpers-s02.mp3	ଏ ଜଣେ ଡାକ୍ତର. ଆମେ ଅସୁସ୍ଥ ହେଲେ ଡାକ୍ତର ଆମକୁ ଭଲ କରନ୍ତି.	6.1s
0.83	evs-ukg-safe-touch-s02.mp3	କିଛି ଛୁଆଁ ଭଲ ଲାଗେ, ଯେମିତି ମାଆ କୋଳେଇ ନେବା, କିମ୍ବା ରାସ୍ତା ପାର ହେଲାବେଳେ ହାତ ଧରିବା. ଏହାକୁ ନିରାପଦ ଛୁଆଁ କୁହାଯାଏ.	10.5s
0.83	our_classroom_s2.mp3	ତୁମର ସାଙ୍ଗମାନେ ଚଟାଣିରେ ବସିଛନ୍ତି. ସେମାନଙ୍କ ସହ ବସ.	5.7s
0.83	evs-ukg-safe-touch-s03.mp3	କେହି ଯଦି ଏମିତି ଛୁଏଁ ଯେ ତୁମକୁ ଖରାପ ଲାଗେ, ଡର ଲାଗେ, କିମ୍ବା କଷ୍ଟ ହୁଏ, ତାହା ଅନିରାପଦ ଛୁଆଁ. ଲୁଗାରେ ଘୋଡ଼ା ରହୁଥିବା ଅଙ୍ଗକୁ କେହି ଛୁଇଁପାରିବେ ନାହିଁ.	13.4s
0.83	math-lkg-opposites-s08.mp3	ଆଉ ଏହା ଥଣ୍ଡା, ଗରମର ଓଲଟା.	3.1s
0.83	evs-ukg-germination-s03.mp3	ଏବେ ଗୋଟିଏ ଗଜା ଉପରକୁ ବଢ଼େ ଆଉ ମାଟିରୁ ମୁହଁ କାଢ଼େ.	4.8s
0.83	hin-nur-vadya-yantra-s01.mp3	ଏଗୁଡ଼ିକ ବାଦ୍ୟଯନ୍ତ୍ର. ଏଥିରୁ ମଧୁର ସଙ୍ଗୀତ ବାହାରେ.	5.3s
0.84	evs-ukg-dinosaur-park-s02.mp3	ଏହା ଟ୍ରାଇସେରାଟପ୍ସ. ଏହାର ତିନୋଟି ଶିଙ୍ଗ ଥିଲା. ଏହା ଗଛପତ୍ର ଖାଉଥିଲା.	7.0s
0.84	evs-ukg-dinosaur-park-s05.mp3	ଏହା ଆପାଟୋସରସ. ଏହାର ବେକ ବହୁତ ଲମ୍ବା ଥିଲା. ଏହା ସବୁଠାରୁ ବଡ଼ ଡାଇନୋସରମାନଙ୍କ ଭିତରୁ ଗୋଟିଏ ଥିଲା.	10.1s
0.84	demo-india-flag.mp3	ଏହା ଆମର ଜାତୀୟ ପତାକା, ତ୍ରିରଙ୍ଗା.	3.5s
0.84	evs-ukg-river-crossing-s03.mp3	ଏହା ଏକ ପୋଲ. ପୋଲ ଉପରେ ଚାଲି ନଦୀ ପାର ହେବା ସବୁଠାରୁ ନିରାପଦ.	6.0s
0.84	evs-ukg-flowers-s01.mp3	ଫୁଲ ଗଛରେ ଫୁଟେ. ପ୍ରତ୍ୟେକ ଫୁଲର ନିଜର ରଙ୍ଗ ଆଉ ନିଜର ବାସନା ଥାଏ.	6.8s
0.84	eng-lkg-transport-types-s14.mp3	ଏହା ଏକ ହେଲିକପ୍ଟର.	2.2s
0.84	gk-lkg-sports-equipment-s10.mp3	ଏହା ଏକ ବାସ୍କେଟବଲ.	2.2s
0.84	evs-nur-rainbow-s01.mp3	ପ୍ରଥମେ ବର୍ଷା ହେଲା.	2.0s
0.84	eng-lkg-months-year-s10.mp3	ତାପରେ ଅକ୍ଟୋବର.	1.8s
0.84	eng-nur-fruits-s10.mp3	ଏହା ଏକ ତରଭୁଜ.	1.8s
0.84	evs-nur-good-habits-s07.mp3	ଆଉ କ୍ଷୀର ପିଉ.	1.5s
0.84	eng-nur-water-animals-s09.mp3	ଆଉ ଏହା ଏକ ସମୁଦ୍ର ଘୋଡ଼ା.	2.7s
0.84	solar_system_s10.mp3	ନେପଚୁନ ସବୁଠାରୁ ଦୂରରେ, ଓ ସବୁଠାରୁ ଥଣ୍ଡା.	4.2s
0.84	evs-lkg-animal-footprints-s01.mp3	ଭୂଇଁ ଉପରେ ଏଗୁଡ଼ିକ କାହାର ପାଦଚିହ୍ନ.	3.8s
0.84	evs-lkg-animal-footprints-s03.mp3	ଭୂଇଁ ଉପରେ ଏଗୁଡ଼ିକ କାହାର ପାଦଚିହ୍ନ.	3.8s
0.84	evs-lkg-animal-footprints-s05.mp3	ଭୂଇଁ ଉପରେ ଏଗୁଡ଼ିକ କାହାର ପାଦଚିହ୍ନ.	3.8s
0.84	evs-lkg-animal-footprints-s07.mp3	ଭୂଇଁ ଉପରେ ଏଗୁଡ଼ିକ କାହାର ପାଦଚିହ୍ନ.	3.8s
0.85	evs-ukg-farm-visit-sheep.mp3	ଏହା ଏକ ମେଣ୍ଢା. ମେଣ୍ଢାର ଲୋମରୁ ପଶମ ତିଆରି ହୁଏ.	4.9s
0.85	evs-ukg-states-india-s05.mp3	କେରଳରେ ବହୁତ ନଡ଼ିଆ ଗଛ ଅଛି.	3.1s
0.85	evs-nur-festivals-s03.mp3	ଆଉ ଅଗଣାରେ ଝୋଟି ଚିତା ପକାଉ.	2.9s
0.85	evs-nur-festivals-s06.mp3	ବଡ଼ଦିନରେ ଆମେ କ୍ରିସମାସ ଗଛ ସଜାଉ.	3.8s
0.85	school_hall_s2.mp3	ଦୁଇ ପାଖରେ କବାଟ ଅଛି. ପ୍ରତ୍ୟେକ କବାଟ ଅଲଗା ଘରକୁ ଯାଏ.	5.8s
0.85	eng-ukg-behind-front-s01.mp3	ଏଠି ଗୋଟିଏ ପଥର ଅଛି, ଆଉ ଏଠି ଗୋଟିଏ କୁକୁଡ଼ା.	4.5s
0.85	eng-nur-animal-sounds-s01.mp3	ପ୍ରତ୍ୟେକ ପଶୁର ନିଜର ଡାକ ଅଛି. ଗୋଟିଏକୁ ଦେଖ, ଆଉ ଶୁଣ.	5.6s
0.85	evs-lkg-special-vehicles-s05.mp3	ଏହା ସ୍କୁଲ ବସ. ଏହା ପିଲାମାନଙ୍କୁ ସ୍କୁଲ ନିଏ.	4.5s
0.85	physics_lab_s1.mp3	ଏହା ପଦାର୍ଥ ବିଜ୍ଞାନ ପରୀକ୍ଷାଗାର. ଏଠାରେ ଜିନିଷ କିପରି ଚଳେ ଶିଖୁ.	6.5s
0.85	eng-nur-wild-animals-s01.mp3	ଏହା ଜଙ୍ଗଲ. ଏଠି ବଣୁଆ ପଶୁମାନେ ରହନ୍ତି.	4.2s
0.85	evs-ukg-national-symbols-s02.mp3	ଏହା ଆମର ଜାତୀୟ ପତାକା, ତ୍ରିରଙ୍ଗା. ଏଥିରେ ଗେରୁଆ, ଧଳା ଆଉ ସବୁଜ ରଙ୍ଗ ଅଛି, ଆଉ ମଝିରେ ଅଶୋକ ଚକ୍ର.	10.0s
0.85	solar_system_s11.mp3	ନିଜ ଚାରିପଟେ ଦେଖ. ଆଠଟି ଗ୍ରହ ଆମ ସୂର୍ଯ୍ୟ ଚାରିପଟେ ବୁଲୁଛନ୍ତି, ଆଉ ଆମେ ତା ଭିତରେ.	8.3s
0.85	school_tour_s2.mp3	ଆମର ଖାଦ୍ୟ କେଉଁଠି ରନ୍ଧା ହୁଏ ଖୋଜି ପାରିବ କି.	4.5s
0.85	evs-ukg-balloon-ride-s01.mp3	ଆମେ ଗରମ ପବନ ବେଲୁନରେ ଅଛୁ. ଟୋକେଇର ଧାରରୁ ତଳକୁ ଦେଖ.	5.8s
0.85	gk-ukg-sink-float-s03.mp3	ଅଣ୍ଡା ବୁଡ଼େ, ଏହା ତଳକୁ ଚାଲିଯାଏ.	3.1s
0.85	eng-lkg-transport-types-s01.mp3	ଆମେ ଗୋଟିଏ ଜାଗାରୁ ଆଉ ଗୋଟିଏ ଜାଗାକୁ କେମିତି ଯାଉ. ଯାନବାହାନରେ. କିଛି ରାସ୍ତାରେ ଚାଲେ, କିଛି ପାଣିରେ, ଆଉ କିଛି ଆକାଶରେ.	10.8s
0.85	hin-ukg-char-akshar-s02.mp3	ମିଶି ହେଲା ମକସଦ, ମାନେ ଉଦ୍ଦେଶ୍ୟ.	3.4s
0.85	our_classroom_s4.mp3	ଏହା ବ୍ଲାକବୋର୍ଡ. ଶିକ୍ଷୟିତ୍ରୀ ଏଥିରେ ଲେଖନ୍ତି.	4.7s
0.85	hin-lkg-khet-upar-niche-s07.mp3	ଆଉ ବାଇଗଣ ମଧ୍ୟ.	2.0s
0.86	evs-nur-festivals-s04.mp3	ମକର ସଂକ୍ରାନ୍ତିରେ ଆମେ ଗୁଡ଼ି ଉଡ଼ାଉ.	3.6s
0.86	evs-lkg-community-helpers-s01.mp3	ଏମାନେ ଆମର ସାହାଯ୍ୟକାରୀ. ଏମାନେ ସମସ୍ତେ ଆମକୁ ସାହାଯ୍ୟ କରନ୍ତି.	6.8s
0.86	eng-nur-wild-animal-traits-s01.mp3	ପ୍ରତ୍ୟେକ ବଣୁଆ ପଶୁଙ୍କର କିଛି ନା କିଛି ଖାସ କଥା ଥାଏ. ଆସ ଦେଖିବା.	6.5s
0.86	kitchen_about.mp3	ଏହା ରୋଷେଇ ଘର. ଏଠାରେ ଆମର ଗରମ ଖାଦ୍ୟ ରନ୍ଧା ହୁଏ.	5.4s
0.86	school_kitchen_s1.mp3	ଏହା ରୋଷେଇ ଘର. ଏଠାରେ ଆମର ଗରମ ଖାଦ୍ୟ ରନ୍ଧା ହୁଏ.	5.4s
0.86	evs-lkg-professions-s11.mp3	ସେ ଦମକଳ ଗାଡ଼ିରେ ନିଆଁ ଲିଭାଇବାକୁ ଯାଆନ୍ତି.	4.3s
0.86	eng-nur-water-animals-s06.mp3	ଏହା ଏକ ଅକ୍ଟୋପସ. ଏହାର ଆଠଟି ବାହୁ ଥାଏ.	4.3s
0.86	evs-ukg-plant-parts-s07.mp3	ଗଛ ବଢ଼ିବା ପାଇଁ ପାଣି, ଖରା ଆଉ ପବନ ଦରକାର.	4.5s
0.86	math-nur-count-21-50-s26.mp3	ଏକଚାଳିଶ ରୁ ପଇଁଚାଳିଶ.	2.5s
