score	clip	text spoken	heard
0.70	eng-nur-alphabets-s42.mp3	en for Nest.	and Fortness
0.70	eng-nur-alphabets-s48.mp3	pee for Parrot.	B for part.
0.70	eng-ukg-phonics-s09.mp3	jee says guh. Say it with me.	This is go. Say it with me.
0.70	math-nur-count-21-50-s23.mp3	thirty eight.	The D8
0.71	hin-ukg-vyanjan-s12.mp3	This is nya.	This is me.
0.71	math-nur-count-51-100-s44.mp3	eighty six to ninety.	86 to 980
0.71	eng-ukg-phonics-s28.mp3	double-you says wuh. Say it with me.	W says wo. Say it with me.
0.72	eng-lkg-two-letter-words-s07.mp3	Look, jee and oh.	Look, gee, and all.
0.72	horse.mp3	This is a horse.	This is our host
0.72	eng-nur-alphabets-s67.mp3	This is capital double-you.	This is capital W.
0.72	eng-nur-alphabets-s69.mp3	double-you for Watermelon.	W for watermelon.
0.73	eng-nur-alphabets-s51.mp3	cue for Queen.	2 for Queen
0.73	math-nur-count-1-20-s07.mp3	Now say, seven.	Ngao se, 7
0.74	eng-lkg-three-letter-words-s05.mp3	Look, ess, you, en.	Look, S, U, N
0.74	eng-ukg-phonics-s20.mp3	pee says puh. Say it with me.	Be safe. Say it with me.
0.74	evs-lkg-animal-habitats-s02.mp3	This is a sparrow.	This is a spiral.
0.74	math-ukg-sub-single-s05.mp3	Take three away.	8 3 away
0.75	eng-nur-alphabets-s09.mp3	see for Cat.	C for Cat
0.75	eng-nur-alphabets-s60.mp3	tee for Tiger.	Thief for Tyger
0.75	eng-nur-colors-s02.mp3	This is red.	This is Z.
0.75	evs-lkg-animal-habitats-s08.mp3	This is a lion.	This is our line
0.75	math-nur-count-51-100-s48.mp3	eighty nine.	E-T-9
0.75	math-nur-count-51-100-s50.mp3	ninety one to ninety five.	981 to 95
0.76	evs-lkg-animal-food-s05.mp3	The hen pecks at grain.	The hen picks add green
0.76	hin-ukg-matra-s08.mp3	This is the u matra.	This is the Ometa.
0.76	eng-nur-colors-s08.mp3	This is purple.	This is pop.
0.76	eng-ukg-phonics-s16.mp3	em says muh. Say it with me.	And say small. Say it with me.
0.77	eng-lkg-months-year-s05.mp3	Then May.	Then me.
0.77	eng-ukg-phonics-s29.mp3	ex says ks. Say it with me.	Exercises. Say it with me.
0.78	eng-nur-alphabets-s24.mp3	aitch for Hen.	H for hen
0.78	eng-ukg-phonics-s02.mp3	ayy says a. Say it with me.	Yes, yes. Say it with me.
0.78	hin-ukg-vyanjan-s03.mp3	This is kha.	This is the
0.78	hin-ukg-vyanjan-s27.mp3	This is pha.	This is far.
0.78	eng-lkg-two-letter-words-s03.mp3	Look, oh and en.	Look, off and in.
0.78	hin-lkg-sabji-rang-s07.mp3	This is a corn.	This is our con.
0.79	evs-lkg-market-s08.mp3	Now say, brinjals.	Now say, brinches.
0.79	eng-nur-water-animals-s09.mp3	And this is a seahorse.	And this is a C host
0.79	math-nur-count-check-s01.mp3	Where is seven? Touch it.	Where is seven? Dodge it.
0.79	hin-ukg-swar-s03.mp3	This is aa, said aa. Say it with me.	This is a set up. Say it with me.
0.80	eng-lkg-months-year-s07.mp3	Then July.	Then Jui
0.80	eng-nur-vegetables-s03.mp3	This is a tomato.	This is atomic
0.80	eng-nur-vegetables-s05.mp3	This is corn.	This is gone.
0.80	eng-ukg-phonics-s03.mp3	bee says buh. Say it with me.	V says boo. Say it with me.
0.80	eng-ukg-phonics-s05.mp3	dee says duh. Say it with me.	Please say is do. Say it with me.
0.80	eng-ukg-phonics-s24.mp3	tee says tuh. Say it with me.	Please say stop. Say it with me.
0.80	hin-lkg-sabji-rang-s01.mp3	This is a tomato.	This is atomic
0.80	hin-ukg-swar-s11.mp3	This is ai, said ai. Say it with me.	This is X Z I. Say it with me.
0.80	hin-ukg-vyanjan-s10.mp3	This is ja.	This is G.
0.80	math-lkg-half-whole-s01.mp3	This is a whole apple.	This is a whole uphill.
0.80	math-ukg-multiply-single-s05.mp3	two row of four.	Your row of 4
0.81	eng-ukg-phonics-s10.mp3	aitch says huh. Say it with me.	It says so. Say it with me.
0.81	eng-nur-alphabets-s49.mp3	This is capital cue.	This is capital 2.
0.81	eng-nur-wild-animals-s05.mp3	This is a giraffe. The giraffe is very tall.	This is a graph. The graph is very tall.
0.81	math-ukg-multiply-single-s02.mp3	two row of three.	4 row of 3
0.82	cow.mp3	This is a cow.	This is our cow.
0.82	eng-lkg-animal-products-s02.mp3	This is a cow.	This is our cow.
0.82	eng-lkg-animal-sound-names-s03.mp3	A horse neighs. A hen clucks.	A horse knees A hand clucks
0.82	eng-lkg-two-letter-words-s05.mp3	Look, you and pee.	Look U and P.
0.82	eng-lkg-two-letter-words-s09.mp3	Look, en and oh.	Look in and on
0.82	evs-lkg-animal-babies-s02.mp3	This is a cow.	This is our cow.
0.82	evs-lkg-animal-food-s02.mp3	This is a cow.	This is our cow.
0.82	evs-lkg-animal-habitats-s10.mp3	This is a cow.	This is our cow.
0.82	eng-ukg-phonics-s27.mp3	vee says vuh. Say it with me.	We say so. Say it with me.
0.82	evs-ukg-places-of-worship-s03.mp3	This is a gurdwara. Sikhs pray here.	This is Agarbara. Seghas pray here.
0.82	eng-lkg-animal-products-s03.mp3	The cow gives us milk.	The cow gives a smith.
0.82	hin-ukg-vyanjan-s05.mp3	This is gha.	This is Ya.
0.82	hin-ukg-vyanjan-s14.mp3	This is ta.	This is top
0.82	hin-ukg-vyanjan-s16.mp3	This is da.	This is Duh.
0.82	hin-ukg-vyanjan-s18.mp3	This is na.	This is new.
0.82	hin-ukg-vyanjan-s20.mp3	This is ta.	This is top
0.82	hin-ukg-vyanjan-s22.mp3	This is da.	This is Duh.
0.82	hin-ukg-vyanjan-s24.mp3	This is na.	This is new.
0.82	hin-ukg-vyanjan-s35.mp3	This is va.	This is war.
0.82	hin-ukg-vyanjan-s40.mp3	This is ha.	This is her.
0.82	math-nur-count-1-20-s02.mp3	Now say, two.	Now say, do.
0.83	hin-ukg-matra-s05.mp3	ka with the i matra makes ki.	A with the eye matra makes key.
0.83	eng-nur-wild-animal-traits-s06.mp3	The rhinoceros has a horn on its nose.	The renazost has a horn on its nose.
0.83	evs-ukg-india-culture-s07.mp3	and we light diyas.	And we light this.
0.83	evs-ukg-places-of-worship-s04.mp3	This is a mosque. Muslims pray here.	This is our Moscow. Muslims pray here.
0.83	math-ukg-divide-single-s05.mp3	Here are twelve.	Here is part 12.
0.83	eng-lkg-transport-types-s10.mp3	This is a ship.	This is our ship.
0.83	hin-ukg-matra-s03.mp3	ka with the aa matra makes kaa.	A with the arm at Reha makes ga.
0.84	hin-ukg-matra-s01.mp3	This is ka. Keep it in mind.	This is stuff. Keep it in mind.
0.84	math-nur-count-check-s02.mp3	Where is fifteen? Touch it.	Where is 15? Search it.
0.84	math-nur-count-51-100-s20.mp3	sixty six to seventy.	XC 6 to 70
0.84	eng-nur-alphabets-s18.mp3	eff for Fish.	If for fish
0.84	eng-ukg-phonics-s11.mp3	eye says ih. Say it with me.	A says it. Say it with me.
0.85	eng-lkg-animal-products-s06.mp3	This is a sheep.	This is our sheep.
0.85	eng-lkg-transport-types-s06.mp3	This is a train.	This is our train.
0.85	eng-nur-alphabets-s08.mp3	This is small see.	This is small c.
0.85	eng-nur-alphabets-s20.mp3	This is small jee.	This is small g.
0.85	eng-nur-alphabets-s26.mp3	This is small eye.	This is small i.
0.85	eng-nur-alphabets-s27.mp3	eye for Ice cream.	A for ice cream
0.85	eng-nur-alphabets-s50.mp3	This is small cue.	This is small q.
0.85	evs-lkg-animal-babies-s04.mp3	This is a sheep.	This is our sheep.
0.85	evs-lkg-market-s04.mp3	Now say, bananas.	Now see, bananas.
0.85	hin-nur-janvar-boliya-s03.mp3	The horse neighs. The hen clucks.	The horse knees. The hand clucks.
0.85	math-nur-count-1-20-s15.mp3	Now say, fifteen.	Now see, 15.
0.85	evs-lkg-animal-food-s07.mp3	The dog chews a bone.	The dog choose a bone.
0.85	eng-ukg-phonics-s04.mp3	see says kuh. Say it with me.	See Sesko. Say it with me.
0.85	eng-ukg-phonics-s08.mp3	eff says fuh. Say it with me.	F says foe. Say it with me.
0.85	eng-ukg-phonics-s17.mp3	en says nuh. Say it with me.	And says no. Say it with me.
0.85	hin-ukg-matra-s09.mp3	ka with the u matra makes ku.	With the omatra makes
0.85	eng-nur-colors-check-s03.mp3	Which one is yellow? Touch it.	Which one is yellow? Search it.
0.85	hin-ukg-matra-s07.mp3	ka with the ee matra makes kee.	Up with the E matra makes key.
0.85	hin-ukg-teen-akshar-s04.mp3	Together they make namak, salt.	Together they make naamik .
0.86	eng-lkg-transport-types-s05.mp3	This is a bicycle.	This is a biticle.
0.86	eng-nur-shapes-s02.mp3	This is a circle.	This is our circle.
0.86	eng-ukg-phonics-s12.mp3	jay says juh. Say it with me.	Ray says Joe. Say it with me.
0.86	hin-ukg-do-akshar-s03.mp3	Look, ka, la.	Look, K, L
0.86	hin-ukg-vyanjan-s02.mp3	This is ka.	This is...
0.86	hin-ukg-vyanjan-s26.mp3	This is pa.	This is...
0.86	hin-ukg-vyanjan-s39.mp3	This is sa.	This is
0.86	math-nur-count-21-50-s37.mp3	Now say, fifty.	Now say, Fifi.
0.86	math-nur-count-check-s05.mp3	Where is one hundred? Touch it.	Where is 100? Search it.
0.86	math-nur-in-out-s02.mp3	This apple is out.	This Akpul is out.
0.86	eng-ukg-phonics-s15.mp3	ell says luh. Say it with me.	Elle says look. Say it with me.
0.87	eng-nur-alphabets-s07.mp3	This is capital see.	This is capital C
0.87	eng-nur-alphabets-s19.mp3	This is capital jee.	This is capital G.
0.87	eng-nur-alphabets-s25.mp3	This is capital eye.	This is capital I.
0.87	eng-nur-alphabets-s28.mp3	This is capital jay.	This is capital G.
0.87	eng-nur-shapes-s09.mp3	This is a diamond.	This is our diamond.
0.87	evs-lkg-animal-footprints-s06.mp3	The hen made them!	They handmade them.
0.87	evs-lkg-professions-s04.mp3	This is a teacher.	This is our teacher.
0.87	hin-ukg-matra-s04.mp3	This is the i matra.	This is the i-meter.
0.87	hin-ukg-matra-s10.mp3	This is the e matra.	This is the matter.
0.87	hin-ukg-matra-s12.mp3	This is the o matra.	This is the O-meter.
0.87	eng-nur-alphabets-s78.mp3	zedd for Zebra.	Red for zebra
0.87	eng-nur-wild-animals-s07.mp3	This is a zebra.	This is a Ziba
0.87	eng-ukg-phonics-s22.mp3	ar says ruh. Say it with me.	A says Roo. Say it with me.
0.87	math-nur-weight-check-s02.mp3	Now, which one is lighter? Touch it.	Now, which one is lighter? Search it!
0.87	evs-ukg-states-india-s02.mp3	Rajasthan has a desert. Camels walk there.	Rajasthan has a dessert. Chemists walk there.
0.88	eng-nur-alphabets-s12.mp3	dee for Dog.	D for dog
0.88	eng-nur-alphabets-s22.mp3	This is capital aitch.	This is capital H.
0.88	eng-nur-alphabets-s57.mp3	ess for Sun.	S for sun
0.88	eng-nur-shapes-s04.mp3	This is a triangle.	This is our triangle
0.88	evs-lkg-healthy-food-s01.mp3	Which of these is healthy food? Touch it.	Which of these is healthy food? Judge it.
0.88	evs-lkg-healthy-food-s02.mp3	Which of these is healthy food? Touch it.	Which of these is healthy food? Judge it.
0.88	evs-lkg-healthy-food-s03.mp3	Which of these is healthy food? Touch it.	Which of these is healthy food? Judge it.
0.88	hin-ukg-do-akshar-s07.mp3	Look, ja, la.	Look, Ja, Le.
0.88	hin-ukg-do-akshar-s09.mp3	Look, ma, na.	Look, Ma, No.
0.88	hin-ukg-matra-s02.mp3	This is the aa matra.	This is the A matter.
0.88	hin-ukg-matra-s06.mp3	This is the ee matra.	This is the e-matter.
0.88	hin-ukg-swar-s06.mp3	This is u, said u. Say it with me.	This is how, said O. Say it with me.
0.88	hin-ukg-swar-s13.mp3	This is au, said au. Say it with me.	This is O, said O. Say it with me.
0.88	hin-ukg-vyanjan-s06.mp3	This is nga.	This is a
0.88	hin-ukg-vyanjan-s30.mp3	This is ma.	This is my
0.88	hin-ukg-vyanjan-s32.mp3	This is ya.	This is Ye.
0.88	eng-lkg-three-letter-words-s10.mp3	Together they spell hen, a hen.	Together they spell hand, a hand.
0.88	eng-nur-alphabets-s56.mp3	This is small ess.	This s small s.
0.88	hin-ukg-char-akshar-s01.mp3	Look, ma, ka, sa, da.	Look, ma, ka, sa, dek.
0.88	math-ukg-odd-one-out-s02.mp3	One of these is different, look at the shape. Touch it.	One of these is different, look at the ship. Search it.
0.88	math-ukg-odd-one-out-s03.mp3	One of these is different, look at the shape. Touch it.	One of these is different, look at the ship. Search it.
0.88	hin-nur-vadya-yantra-s04.mp3	This is the harmonium.	This is the harmony.
0.88	hin-ukg-do-akshar-s08.mp3	Together they make jal, water.	Together they make Jal
0.88	math-ukg-sub-double-s04.mp3	eighteen minus six is twelve.	18-6 is 12
0.88	hin-ukg-swar-s09.mp3	This is ri, said ri. Say it with me.	This is Zvi, said Roy. Say it with me.
0.89	eng-lkg-animal-products-s08.mp3	This is a bee.	This is a B.
0.89	eng-nur-alphabets-s30.mp3	jay for Jeep.	J for Jeep
0.89	eng-nur-alphabets-s75.mp3	why for Yarn.	Y for yarn
0.89	eng-nur-alphabets-s77.mp3	This is small zedd.	This is small z.
0.89	eng-nur-animals-check-s01.mp3	Which of these lives in water? Touch it.	Which of these lives in water? Search it.
0.89	eng-nur-bird-animal-sounds-crow.mp3	This is a crow. The crow says caw, caw.	This is a crow. The crow says co, co.
0.89	eng-nur-bird-animal-sounds-s03.mp3	Now find the cat.	Now find the cack.
0.89	evs-lkg-animal-habitats-s06.mp3	This is a bee.	This is a B.
0.89	evs-lkg-market-s03.mp3	Here there are apples.	Here there are a pulse.
0.89	evs-ukg-safe-touch-s05.mp3	Two, go away from there.	Boo, go away from there.
0.89	hin-lkg-khet-upar-niche-s07.mp3	And so does a brinjal.	And so does the brinjal.
0.89	hin-ukg-do-akshar-s11.mp3	Look, ba, sa.	Look, Baa, Saa
0.89	hin-ukg-vyanjan-s04.mp3	This is ga.	This is game.
0.89	hin-ukg-vyanjan-s11.mp3	This is jha.	This is Jaa.
0.89	hin-ukg-vyanjan-s15.mp3	This is tha.	This is the
0.89	hin-ukg-vyanjan-s17.mp3	This is dha.	This is DAH
0.89	hin-ukg-vyanjan-s21.mp3	This is tha.	This is the
0.89	hin-ukg-vyanjan-s23.mp3	This is dha.	This is DAH
0.89	evs-ukg-snow-camp-s03.mp3	This is the fire. It keeps us warm.	This this the fire. It keeps this warm.
0.89	math-nur-weight-check-s01.mp3	Which one is heavier? Touch it.	Which one is savior? Touch it
0.89	math-ukg-sub-double-s01.mp3	fifteen minus five. Have a think.	15-5. Have a think.
0.89	math-ukg-sub-double-s03.mp3	eighteen minus six. Have a think.	18-6. Have a think.
0.89	eng-nur-vegetables-s08.mp3	This is a cauliflower.	This is our cauliflower.
0.89	eng-ukg-phonics-s06.mp3	ee says eh. Say it with me.	He says he. Say it with me.
0.89	eng-ukg-phonics-s23.mp3	ess says sss. Say it with me.	Essays. Say it with me.
0.89	evs-ukg-india-culture-s04.mp3	Many women wear a saree.	Many women wear a shari.
0.89	evs-ukg-water-cycle-s03.mp3	High up it is cold, and the vapour becomes a cloud.	I hope it is cold and the vapor becomes a cloud.
0.90	hin-ukg-do-akshar-s06.mp3	Together they make ghar, house.	Together they make God house.
0.90	hin-ukg-char-akshar-s04.mp3	Together they make baragad, a banyan tree.	Together they make Bhargat, a bang and tree.
0.90	eng-lkg-months-year-s03.mp3	Then March.	Then, marched.
0.90	eng-nur-alphabets-s03.mp3	ayy for Apple.	A for Apple
0.90	eng-nur-alphabets-s33.mp3	kay for Kite.	Pay for kite
0.90	eng-nur-bird-animal-sounds-s04.mp3	Who says hoo, hoo? Find out!	Who says who who? Find out.
0.90	evs-nur-festivals-s08.mp3	At Eid we look for the moon, and we wish everyone Eid Mubarak.	At 8 we look for the moon and we wish everyone 8 Mabarak.
0.90	gk-lkg-sports-equipment-s02.mp3	This is a bat.	This is a bet.
0.90	hin-ukg-teen-akshar-s07.mp3	Look, ma, ka, ra.	Look, Ma, Ga, Ra
0.90	hin-ukg-vyanjan-s01.mp3	Now look at the ka group.	Now look at the care group.
0.90	eng-nur-alphabets-s76.mp3	This is capital zedd.	This is capital Z
0.90	math-ukg-add-single-s05.mp3	Now count these, one.	Now count this one.
0.90	evs-lkg-animal-food-s11.mp3	The monkey eats a banana.	The monkey eats the banana.
0.90	hin-ukg-matra-s11.mp3	ka with the e matra makes ke.	A with the Imatra makes E.
0.91	gk-lkg-sports-equipment-s03.mp3	Cricket is played with a bat and a ball.	Trickette is played with a bit and a ball.
0.91	math-ukg-odd-one-out-s01.mp3	One of these is different, look at the colour. Touch it.	One of these is different, look at the color. Search it.
0.91	eng-lkg-animal-sound-names-s02.mp3	A cow says moo. A goat bleats.	A cow says moo, a goat bleeds.
0.91	eng-nur-alphabets-s06.mp3	bee for Banana.	B for banana
0.91	eng-nur-alphabets-s66.mp3	vee for Violin.	V for violin
0.91	eng-nur-fruits-s07.mp3	This is a pear.	This is a pier.
0.91	eng-nur-shapes-s01.mp3	Look at these shapes.	Look at these ships.
0.91	eng-nur-shapes-s06.mp3	Look at these shapes.	Look at these ships.
0.91	eng-nur-wild-animals-s06.mp3	This is a bear.	This is a beer.
0.91	evs-nur-festivals-s02.mp3	Diwali is the festival of lights. We light diyas.	Duwale is the festival of lights. We light dyes.
0.91	hin-ukg-teen-akshar-s02.mp3	Together they make kamal, a lotus.	Together they make Kamal, or Lotuses.
0.91	hin-nur-janvar-boliya-s02.mp3	The cow lows. The goat bleats.	The cow lows. The goat bleeds.
0.91	hin-ukg-swar-s10.mp3	This is e, said e. Say it with me.	This is it said. Say it with me.
0.91	evs-ukg-germination-s01.mp3	This is a seed. We sow it in the soil and give it water.	This as a sea, he sow it in the soil and give it water.
0.91	eng-lkg-animal-products-s05.mp3	The hen gives us eggs.	The hand gives us eggs.
0.91	hin-ukg-vyanjan-s31.mp3	Now look at ya ra la va.	Now look at a rare lava.
0.92	eng-lkg-two-letter-words-s01.mp3	Look, eye and en.	Look, eye and in.
0.92	eng-nur-alphabets-s54.mp3	ar for Rocket.	AARP for rocket
0.92	math-lkg-odd-even-s06.mp3	six, even, every one has a pair.	Fixed even everyone has a pair
0.92	math-lkg-odd-even-s01.mp3	one, odd, one is left over.	One or one is left over.
0.92	math-lkg-odd-even-s09.mp3	nine, odd, one is left over.	9.1 is left over.
0.92	eng-nur-alphabets-s02.mp3	This is small ayy.	This is small a.
0.92	eng-nur-alphabets-s05.mp3	This is small bee.	This is small b.
0.92	eng-nur-alphabets-s11.mp3	This is small dee.	This is small d.
0.92	eng-nur-alphabets-s17.mp3	This is small eff.	This is small f.
0.92	eng-nur-alphabets-s29.mp3	This is small jay.	This is small j.
0.92	eng-nur-alphabets-s32.mp3	This is small kay.	This is small k.
0.92	eng-nur-alphabets-s35.mp3	This is small ell.	This is small l.
0.92	eng-nur-alphabets-s47.mp3	This is small pee.	This is small p.
0.92	eng-nur-alphabets-s59.mp3	This is small tee.	This is small t.
0.92	eng-nur-alphabets-s62.mp3	This is small you.	This is small u.
0.92	eng-nur-alphabets-s65.mp3	This is small vee.	This is small v.
0.92	eng-nur-alphabets-s74.mp3	This is small why.	This is small y.
0.92	eng-nur-fruits-s05.mp3	This is a bunch of grapes.	This is a bunch of grabs.
0.92	eng-ukg-phonics-s26.mp3	you says uh. Say it with me.	You say so? Say it with me.
0.93	evs-nur-school-visit-s01.mp3	This is our school. Look all around. What can you see?	This as our soul. Look all around. What can you see?
0.93	eng-nur-bird-animal-sounds-owl.mp3	This is an owl. The owl says hoo, hoo.	This is an owl. The owl says who, who.
0.93	evs-lkg-community-helpers-s03.mp3	This is a teacher. She teaches us.	This is our teacher. She teaches us.
0.93	evs-nur-festivals-s03.mp3	And we make a rangoli on the floor.	And we make a wrangle on the floor.
0.93	evs-ukg-dinosaur-park-s07.mp3	We know about dinosaurs from their bones, which were found under the ground.	We know about denozoos from their bones, which were found under the ground.
0.93	hin-ukg-vyanjan-s36.mp3	Now look at sha sha sa ha.	Now look at Shah Shah Sahar.
0.93	math-lkg-odd-even-s05.mp3	five, odd, one is left over.	I've odd one this left over.
0.93	cow_about.mp3	This is a cow. The cow gives us milk.	This is our cow. The cow gives us milk.
0.93	eng-nur-domestic-animals-s02.mp3	This is a cow. The cow gives us milk.	This is our cow. The cow gives us milk.
0.93	evs-lkg-animal-food-s03.mp3	The cow eats grass.	The cow eats gas.
0.93	evs-ukg-farm-visit-s02.mp3	Which animal gives us milk? Find it.	Which animal gives us milk? Ain't it?
0.93	evs-ukg-places-of-worship-s05.mp3	This is a temple. Hindus pray here.	This is our temple. Hindus pray here.
0.93	evs-ukg-seasons-s04.mp3	In the rain we carry an umbrella. Puddles fill up on the ground.	In the rain, we carry an umbrella. Paddas fell up on the ground.
0.93	hin-nur-vadya-yantra-s03.mp3	This is the dholak. It is played on both sides.	This is the Dalek. It is played on both sides.
0.93	evs-lkg-animal-babies-s05.mp3	And this is her baby, a lamb.	And this is her baby or lamb.
0.93	demo-home-s01.mp3	This is a home. This is where we live.	This is our home. This is where we live.
0.93	eng-nur-domestic-animals-s04.mp3	This is a horse. The horse runs fast.	This is our horse. The horse runs fast.
0.93	evs-ukg-national-symbols-s07.mp3	And the banyan is our national tree.	And the bangin is our national tree.
0.93	eng-nur-alphabets-s01.mp3	This is capital ayy.	This is capital A.
0.93	eng-nur-alphabets-s04.mp3	This is capital bee.	This is capital B.
0.93	eng-nur-alphabets-s10.mp3	This is capital dee.	This is capital D.
0.93	eng-nur-alphabets-s16.mp3	This is capital eff.	This is capital F.
0.93	eng-nur-alphabets-s31.mp3	This is capital kay.	This is capital K.
0.93	eng-nur-alphabets-s34.mp3	This is capital ell.	This is capital L.
0.93	eng-nur-alphabets-s46.mp3	This is capital pee.	This is capital P.
0.93	eng-nur-alphabets-s55.mp3	This is capital ess.	This is capital S.
0.93	eng-nur-alphabets-s58.mp3	This is capital tee.	This is capital T
0.93	eng-nur-alphabets-s61.mp3	This is capital you.	This is capital U.
0.93	eng-nur-alphabets-s64.mp3	This is capital vee.	This is capital V.
0.93	eng-nur-alphabets-s73.mp3	This is capital why.	This is capital Y.
0.93	eng-nur-animal-sounds-s02.mp3	What does the cow say? Find her and see.	What does the cow say? Iron her and see.
0.93	eng-nur-domestic-animals-s07.mp3	This is a dog. The dog guards our home.	This is our dog. The dog guards our home.
0.93	evs-ukg-india-culture-s05.mp3	Our music is very old. This is the tabla.	Our music is very old. This is the tub.
0.93	hin-ukg-do-akshar-s02.mp3	Together they make nal, tap.	Together they make null tap.
0.93	hin-ukg-vyanjan-s28.mp3	This is ba.	This is B.
0.93	math-lkg-odd-even-s02.mp3	two, even, every one has a pair.	Oh, even everyone has a pair.
0.93	our_classroom_s3.mp3	Didi is standing near the board. She will teach us today.	Lady is standing near the board. She will teach us today.
0.93	school_office_s3.mp3	The almirah is locked. Our books and toys are kept safe in it.	The arm is locked. Our books and toys are kept safe in it.
0.94	demo-india-flag.mp3	This is our national flag, the Tiranga.	This is our national flat, the Tiringa.
0.94	eng-lkg-myself-s01.mp3	Hello! My name is Meena. I am four years old. I am a girl.	Hello. My name is Mina. I'm four years old. I'm a girl.
