score	clip	text spoken	heard
0.36	eng-lkg-three-letter-words-s11.mp3	देखो, बी, यू, एस.	देखो, B.U.S.
0.38	math-nur-count-21-50-s08.mp3	छब्बीस से तीस तक.	26 से 30 तक
0.38	math-nur-count-51-100-s08.mp3	छप्पन से साठ तक.	56 से 60 तक
0.40	eng-lkg-three-letter-words-s01.mp3	देखो, सी, ए, टी.	देखो C A T
0.40	eng-lkg-three-letter-words-s07.mp3	देखो, सी, यू, पी.	देखो C.U.P.
0.40	math-nur-count-21-50-s11.mp3	अट्ठाईस.	अप्ताइस
0.40	math-nur-count-21-50-s37.mp3	पचास.	घस
0.40	math-nur-count-51-100-s37.mp3	अस्सी.	अजी
0.42	math-nur-count-51-100-s26.mp3	इकहत्तर से पचहत्तर तक.	71 से 75 तर तक
0.44	hin-ukg-vyanjan-s11.mp3	यह झ है.	यह जजए
0.44	math-nur-count-21-50-s10.mp3	सत्ताईस.	सताइज
0.44	math-nur-count-51-100-s10.mp3	सत्तावन.	सब्दावं
0.46	eng-nur-alphabets-s12.mp3	डी से डॉग, कुत्ता.	लीसे दोग कुटा
0.50	eng-lkg-months-year-s12.mp3	दिसंबर.	डिसम्र
0.50	evs-lkg-market-s05.mp3	,और संतरे.	वसंती
0.50	math-lkg-odd-even-s06.mp3	छह, सम.	प्या, सम्
0.50	math-nur-count-1-20-s07.mp3	सात.	साथ
0.50	math-nur-count-1-20-s13.mp3	तेरह.	ते
0.50	math-nur-count-1-20-s18.mp3	अठारह.	अव्तारा
0.50	math-nur-count-1-20-s20.mp3	बीस.	वीसा
0.50	math-nur-count-21-50-s07.mp3	पच्चीस.	बच्चीज
0.50	math-nur-count-21-50-s13.mp3	तीस.	इस
0.50	math-nur-count-21-50-s15.mp3	इकतीस.	एक दिस
0.50	math-nur-count-21-50-s19.mp3	पैंतीस.	प्रफटीस
0.50	math-nur-count-21-50-s29.mp3	तैंतालीस.	तेटालीज
0.50	math-nur-count-21-50-s31.mp3	पैंतालीस.	पेंटलीज
0.50	math-nur-count-51-100-s05.mp3	तिरपन.	बेवरान
0.50	math-nur-count-51-100-s13.mp3	साठ.	साफ
0.50	math-nur-count-51-100-s21.mp3	छियासठ.	ट्यासन
0.50	math-nur-count-51-100-s34.mp3	सतहत्तर.	सलहाग दर
0.50	math-nur-count-51-100-s57.mp3	छियानवे.	टी आन्वे
0.52	math-ukg-multiply-single-s07.mp3	तीन गुणा चार बराबर बारह.	3 गुणा 4 बराबर 12
0.53	eng-lkg-two-letter-words-s11.mp3	देखो, डब्ल्यू और ई.	देखो, W और E
0.53	eng-ukg-phonics-s29.mp3	एक्स की ध्वनि, क्स.	X की ध्वन X
0.53	hin-ukg-vyanjan-s36.mp3	अब श ष स ह देखो.	अब रेट ज़ा देखो
0.55	eng-lkg-three-letter-words-s02.mp3	मिलकर बनता है कैट, बिल्ली.	मिलकर बनता है cat, billy.
0.56	math-nur-count-21-50-s01.mp3	अब इक्कीस से पचास तक गिनें.	अब 21 से 50 तक गिने
0.56	math-nur-count-51-100-s01.mp3	अब इक्यावन से सौ तक गिनें.	अब 51 से 100 तक गीने
0.57	eng-lkg-three-letter-words-s09.mp3	देखो, एच, ई, एन.	देखो, पेज, इ, ए, न
0.57	hin-ukg-vyanjan-s05.mp3	यह घ है.	या गाहे
0.57	hin-ukg-vyanjan-s06.mp3	यह ङ है.	या दहे
0.57	hin-ukg-vyanjan-s16.mp3	यह ड है.	या दहे
0.57	hin-ukg-vyanjan-s17.mp3	यह ढ है.	या दहे
0.57	hin-ukg-vyanjan-s23.mp3	यह ध है.	या दहे
0.57	hin-ukg-vyanjan-s27.mp3	यह फ है.	या पहे
0.57	hin-ukg-vyanjan-s32.mp3	यह य है.	या यहे
0.57	math-nur-count-1-20-s17.mp3	सत्रह.	सद्रा
0.57	math-nur-count-21-50-s09.mp3	छब्बीस.	जबीस
0.57	math-nur-count-21-50-s16.mp3	बत्तीस.	वतीस
0.57	math-nur-count-21-50-s17.mp3	तैंतीस.	तर दिस
0.57	math-nur-count-51-100-s09.mp3	छप्पन.	चपन
0.57	math-nur-count-51-100-s12.mp3	उनसठ.	उसर
0.57	math-nur-count-51-100-s22.mp3	सड़सठ.	सरसा
0.57	math-nur-count-51-100-s47.mp3	अट्ठासी.	अपसी
0.57	math-nur-count-51-100-s60.mp3	निन्यानवे.	निन यान्यून्यून्यू
0.60	math-lkg-odd-even-s05.mp3	पाँच, विषम.	पाँड वेशम
0.60	math-lkg-odd-even-s07.mp3	सात, विषम.	साथ विशम
0.60	math-nur-count-51-100-s02.mp3	इक्यावन से पचपन तक.	51 पच्पन तक
0.60	math-nur-count-51-100-s51.mp3	इक्यानवे.	एक यान भी
0.62	evs-ukg-dinosaur-park-s02.mp3	यह ट्राइसेराटॉप्स है. इसके तीन सींग थे. यह पौधे खाता था.	यह triceratops है, इसके तीन सीम थे, यह पौधे खाता था
0.64	hin-ukg-char-akshar-s05.mp3	देखो, न और ट और ख और ट.	देखो न अर्ट अर्ख और्ख अर्खड।
0.65	our_classroom_s4.mp3	यह ब्लैकबोर्ड है. शिक्षिका इस पर लिखती हैं.	यह blackboard है, शिक्षिका इस पर लिखती हैं
0.67	eng-lkg-months-year-s05.mp3	मई.	मैं
0.67	eng-lkg-two-letter-words-s05.mp3	देखो, यू और पी.	देखो U और P
0.67	eng-nur-alphabets-s13.mp3	यह बड़ा ई है.	यह बढ़ाती है
0.67	eng-nur-alphabets-s67.mp3	यह बड़ा डब्ल्यू है.	यह बड़ा W है
0.67	eng-nur-alphabets-s68.mp3	यह छोटा डब्ल्यू है.	यह छोटा W है
0.67	eng-nur-fruits-s02.mp3	यह सेब है.	यह से भे
0.67	eng-ukg-phonics-s05.mp3	डी की ध्वनि, ड.	D की ध्वने, D
0.67	evs-lkg-animal-babies-s06.mp3	यह कुत्ता है.	यह कुद्धा है
0.67	evs-lkg-animal-food-s06.mp3	यह कुत्ता है.	यह कुद्धा है
0.67	evs-lkg-animal-habitats-s04.mp3	यह कुत्ता है.	यह कुद्धा है
0.67	evs-lkg-body-parts-s09.mp3	यह पेट है.	यह पेठे
0.67	evs-lkg-market-s07.mp3	यहाँ टमाटर,	यहां तमातर
0.67	evs-lkg-market-s08.mp3	,बैंगन,	बनन
0.67	hin-ukg-swar-s04.mp3	यह इ है. बोलो, इ.	यहां यह है, बोलो भी
0.67	hin-ukg-swar-s13.mp3	यह औ है. बोलो, औ.	याद है, बोलो
0.67	math-lkg-lines-curves-s06.mp3	यह टेढ़ी-मेढ़ी रेखा है.	यह तेड़ी मेड़ी रेखा है
0.67	math-lkg-odd-even-s09.mp3	नौ, विषम.	नव वीशम
0.67	math-nur-count-1-20-s09.mp3	नौ.	नख
0.67	math-nur-count-21-50-s04.mp3	बाईस.	बारिस
0.67	math-nur-count-21-50-s18.mp3	चौंतीस.	चौंटीस
0.67	math-nur-count-21-50-s22.mp3	सैंतीस.	सेंटिस
0.67	math-nur-count-21-50-s27.mp3	इकतालीस.	इतालीज
0.67	math-nur-count-51-100-s04.mp3	बावन.	वावन
0.67	math-nur-count-51-100-s19.mp3	पैंसठ.	पंसर
0.67	math-nur-count-51-100-s33.mp3	छिहत्तर.	चिहतर
0.67	math-nur-count-51-100-s42.mp3	चौरासी.	जोरा सी
0.67	math-ukg-divide-single-s01.mp3	यहाँ छह हैं.	यहाँ चाहें
0.71	eng-ukg-phonics-s23.mp3	एस की ध्वनि, स.	इसकी ध्वनी सकते हैं
0.71	math-nur-count-check-s01.mp3	सात कहाँ है? उसे छुओ.	साथ कहां है? उसे चूँ
0.71	math-ukg-add-double-s03.mp3	बारह जमा छह. सोचो.	बारह जमाचे सोजो
0.71	eng-nur-alphabets-s03.mp3	ए से ऐपल, सेब.	ऐसे एपल, सेब
0.71	eng-nur-alphabets-s70.mp3	यह बड़ा एक्स है.	यह बड़ा X है
0.71	hin-ukg-swar-s02.mp3	यह अ है. बोलो, अ.	यह आ है, बोलो आ
0.71	hin-ukg-swar-s05.mp3	यह ई है. बोलो, ई.	यह यह बोलो ही
0.71	hin-ukg-swar-s07.mp3	यह ऊ है. बोलो, ऊ.	यहां को है? बोलो बो.
0.71	hin-ukg-swar-s09.mp3	यह ऋ है. बोलो, ऋ.	यहार नहें, बोलो
0.73	eng-nur-vegetables-s05.mp3	यह भुट्टा है.	यह बुटा है
0.73	eng-ukg-phonics-s24.mp3	टी की ध्वनि, ट.	ठीकी ध्वने
0.73	hin-lkg-sabji-rang-s07.mp3	यह भुट्टा है.	यह बुटा है
0.73	math-nur-count-51-100-s20.mp3	छियासठ से सत्तर तक.	चीया सक्से सक्तर तक
0.73	math-nur-count-51-100-s35.mp3	अठहत्तर.	अपहत्त
0.74	math-nur-count-check-s04.mp3	छियासी कहाँ है? उसे छुओ.	ची यासी कहा है उसे चो
0.74	eng-nur-wild-animals-s08.mp3	यह हिरण है. हिरण बहुत तेज़ भागता है.	या हिरन है, हिरन बहुत तेज भागता है।
0.75	eng-lkg-days-week-s03.mp3	बुधवार.	बुद्वर
0.75	hin-ukg-teen-akshar-s05.mp3	देखो, स और र और ल.	देखो सर अरल
0.75	hin-ukg-vyanjan-s03.mp3	यह ख है.	यह कहे
0.75	hin-ukg-vyanjan-s12.mp3	यह ञ है.	यह नहें
0.75	hin-ukg-vyanjan-s14.mp3	यह ट है.	यह तहे
0.75	hin-ukg-vyanjan-s18.mp3	यह ण है.	यहन है
0.75	hin-ukg-vyanjan-s29.mp3	यह भ है.	यह बहे
0.75	hin-ukg-vyanjan-s38.mp3	यह ष है.	यह जहे
0.75	math-lkg-odd-even-s08.mp3	आठ, सम.	आग सम्
0.75	math-nur-count-21-50-s12.mp3	उनतीस.	उन्दीस
0.75	math-nur-count-21-50-s23.mp3	अड़तीस.	अर्तिस
0.75	math-nur-count-51-100-s17.mp3	तिरसठ.	तरसर
0.75	math-nur-count-51-100-s39.mp3	इक्यासी.	एक यसी
0.75	math-nur-count-51-100-s53.mp3	तिरानवे.	तिरान्मी
0.75	math-nur-count-51-100-s54.mp3	चौरानवे.	जोरान वी
0.75	math-ukg-add-double-s01.mp3	दस जमा पाँच. सोचो.	गस्जमा पांच सोजो
0.76	eng-nur-bird-animal-sounds-crow.mp3	यह कौआ है. कौआ काँव-काँव करता है.	यह का है? कवा काउं काउं करता है?
0.76	eng-nur-bird-animal-sounds-s04.mp3	कौन हू-हू करता है? ढूँढ़ो!	कौन हूँ हूँ करता है? रूहूंदो
0.76	math-nur-count-check-s02.mp3	पंद्रह कहाँ है? उसे छुओ.	पंद्रर कहा है उसे चूँ
0.77	eng-lkg-two-letter-words-s04.mp3	मिलकर बनता है ऑन, ऊपर.	मिलकर बनता है on उपर
0.77	eng-nur-alphabets-s17.mp3	यह छोटा एफ़ है.	यह छोटा F है
0.77	eng-nur-alphabets-s22.mp3	यह बड़ा एच है.	यह बड़ा H है
0.77	eng-nur-alphabets-s23.mp3	यह छोटा एच है.	यह छोटा H है
0.77	eng-nur-alphabets-s34.mp3	यह बड़ा एल है.	यह बड़ा L है
0.77	eng-nur-alphabets-s35.mp3	यह छोटा एल है.	यह छोटा L है
0.77	eng-nur-alphabets-s37.mp3	यह बड़ा एम है.	यह बड़ा M है
0.77	eng-nur-alphabets-s38.mp3	यह छोटा एम है.	यह छोटा M है
0.77	eng-nur-alphabets-s41.mp3	यह छोटा एन है.	यह छोटा N है
0.77	eng-nur-alphabets-s52.mp3	यह बड़ा आर है.	यह बड़ा R है
0.77	eng-nur-alphabets-s53.mp3	यह छोटा आर है.	यह छोटा R है
0.77	eng-nur-alphabets-s55.mp3	यह बड़ा एस है.	यह बड़ा S है
0.77	eng-nur-alphabets-s56.mp3	यह छोटा एस है.	यह छोटा S है
0.77	eng-nur-alphabets-s77.mp3	यह छोटा ज़ेड है.	यह छोटा Z है
0.77	eng-ukg-phonics-s02.mp3	ए की ध्वनि, ऐ.	एकी ध्वनी एग
0.77	eng-ukg-phonics-s10.mp3	एच की ध्वनि, ह.	H की ध्वनी हाँ
0.77	hin-ukg-swar-s06.mp3	यह उ है. बोलो, उ.	यह वह बोलो
0.77	hin-ukg-swar-s10.mp3	यह ए है. बोलो, ए.	यहां के हैं? बोलो.
0.77	hin-ukg-swar-s11.mp3	यह ऐ है. बोलो, ऐ.	यह एहे, बोलो
0.78	eng-lkg-animal-products-s03.mp3	गाय हमें दूध देती है.	गाए हमें दूद देती है
0.78	hin-ukg-matra-s03.mp3	क में आ मात्रा लगी, का.	खमिया मात्रा लगी का
0.78	hin-ukg-matra-s09.mp3	क में उ मात्रा लगी, कु.	खमे ओ मात्रा लगी को
0.78	hin-ukg-teen-akshar-s03.mp3	देखो, न और म और क.	देखो ना अर्म अर्क
0.79	cow_about.mp3	यह गाय है. गाय हमें दूध देती है.	यह गाए है गाए हमें दूद देती है
0.79	eng-nur-domestic-animals-s02.mp3	यह गाय है. गाय हमें दूध देती है.	यह गाए है गाए हमें दूद देती है
0.80	cow.mp3	यह गाय है.	यह गाए है
0.80	eng-lkg-animal-products-s02.mp3	यह गाय है.	यह गाए है
0.80	eng-lkg-months-year-s03.mp3	मार्च.	माच
0.80	eng-lkg-months-year-s10.mp3	अक्टूबर.	अट्वूबर
0.80	eng-lkg-three-letter-words-s03.mp3	देखो, डी, ओ, जी.	देखो दी ओ जी
0.80	eng-lkg-transport-types-s07.mp3	यह ऑटो है.	यह आटो है
0.80	eng-nur-alphabets-s39.mp3	एम से मंकी, बंदर.	M से मंकी बंदर
0.80	eng-nur-alphabets-s66.mp3	वी से वायलिन, वायलिन.	वी से वाहलिन, वाहलिन
0.80	evs-lkg-animal-babies-s02.mp3	यह गाय है.	यह गाए है
0.80	evs-lkg-animal-food-s02.mp3	यह गाय है.	यह गाए है
0.80	evs-lkg-animal-habitats-s10.mp3	यह गाय है.	यह गाए है
0.80	evs-ukg-farm-visit-donkey.mp3	यह गधा है. गधा बोझ ढोता है.	यह गधा है, गधा बोजध होता है.
0.80	hin-nur-vadya-yantra-s09.mp3	यह वायलिन है.	यहाव वाइलिन है
0.80	hin-ukg-do-akshar-s05.mp3	देखो, घ और र.	देखो घर
0.80	hin-ukg-vyanjan-s09.mp3	यह छ है.	यह अच्छ है
0.80	horse.mp3	यह घोड़ा है.	यह खोड़ा है
0.80	math-lkg-odd-even-s01.mp3	एक, विषम.	एक विशम
0.80	math-lkg-odd-even-s03.mp3	तीन, विषम.	ती न विशम
0.80	math-nur-count-1-20-s12.mp3	बारह.	बारा
0.80	math-nur-count-1-20-s16.mp3	सोलह.	सोला
0.80	math-nur-count-21-50-s24.mp3	उनतालीस.	उन्दालीस
0.80	math-nur-count-51-100-s32.mp3	छिहत्तर से अस्सी तक.	चिहतर से असी तक
0.80	math-nur-count-51-100-s58.mp3	सत्तानवे.	सक्तान्वी
0.80	math-nur-count-check-s05.mp3	सौ कहाँ है? उसे छुओ.	सो कहां है उसे चूँ
0.81	hin-ukg-do-akshar-s08.mp3	मिलकर बनता है, जल. जल का मतलब वॉटर.	मिलकर बनता है जल, जल का मतलब water.
0.81	eng-lkg-two-letter-words-s06.mp3	मिलकर बनता है अप, ऊपर की ओर.	मिलकर बनता है अब उपर की उर
0.82	eng-nur-alphabets-s75.mp3	वाई से यार्न, ऊन का गोला.	वाई से यार्ण उनका गोला
0.82	eng-nur-water-animals-s03.mp3	यह कछुआ है. कछुए की पीठ पर कड़ा खोल होता है.	यह कच्चुआ है, कच्चुए की पीट पर कड़ा खोल होता है।
0.82	hin-lkg-khet-upar-niche-s06.mp3	भुट्टा भी ऊपर उगता है.	भुट्टा भी उपर उपता है
0.82	math-nur-count-check-s03.mp3	तैंतालीस कहाँ है? उसे छुओ.	तिवतालीस कहां है? उसे चो.
0.82	eng-nur-alphabets-s78.mp3	ज़ेड से ज़ेबरा, ज़ेबरा.	Z से जेबरा, जेबरा
0.82	eng-nur-water-animals-s06.mp3	यह ऑक्टोपस है. इसकी आठ भुजाएँ हैं.	यह ओक्टोबस है, इसकी आठ हुजाए हैं
0.82	evs-lkg-body-parts-s12.mp3	अब अपनी नाक छुओ! अब अपने कान छुओ!	अब अपनी नाक चूँ, अब अपने कान चूँ
0.82	hin-ukg-teen-akshar-s01.mp3	देखो, क और म और ल.	देखो कर्म अर्ल
0.82	hin-ukg-teen-akshar-s09.mp3	देखो, च और म और क.	देखो चर्म अर्क
0.82	math-lkg-lines-curves-s04.mp3	यह तिरछी रेखा है.	यह तिर अची रेखा है
0.83	evs-ukg-balloon-ride-s05.mp3	और ऊपर सूरज चमक रहा है.	और उपर सूरज जमवक रहा है।
0.83	eng-nur-alphabets-s02.mp3	यह छोटा ऐ है.	यह छोटा एहे
0.83	eng-nur-alphabets-s04.mp3	यह बड़ा बी है.	यह बड़ा B है
0.83	eng-nur-alphabets-s05.mp3	यह छोटा बी है.	यह छोटा भी है
0.83	eng-nur-alphabets-s10.mp3	यह बड़ा डी है.	यह बड़ा D है
0.83	eng-nur-alphabets-s11.mp3	यह छोटा डी है.	यह छोटा D है
0.83	eng-nur-alphabets-s43.mp3	यह बड़ा ओ है.	यह बड़ा वो है
0.83	eng-nur-alphabets-s44.mp3	यह छोटा ओ है.	यह छोटा हो है
0.83	eng-nur-alphabets-s58.mp3	यह बड़ा टी है.	यह बड़ाती है
0.83	eng-nur-alphabets-s64.mp3	यह बड़ा वी है.	यह बड़ा भी है
0.83	eng-nur-animal-sounds-s02.mp3	गाय कैसे बोलती है? उसे ढूँढ़ो.	गाई कैसे बोलती है? उसे ढूंगो.
0.83	eng-nur-bird-animal-sounds-s02.mp3	कौआ कैसे बोलता है? उसे ढूँढ़ो.	कोवा कैसे बोलता है? उसे ढूंगो.
0.83	eng-ukg-phonics-s03.mp3	बी की ध्वनि, ब.	बी की धनी बख
0.83	eng-ukg-phonics-s06.mp3	ई की ध्वनि, ए.	इकी ध्वनी ए
0.83	eng-ukg-phonics-s18.mp3	ओ की ध्वनि, ऑ.	ओकी ध्वनी अ
0.83	evs-ukg-water-cycle-s02.mp3	गरम पानी भाप बनकर ऊपर उठता है.	गयम पानी भाब बनकर उपर उठता है
0.83	hin-ukg-do-akshar-s01.mp3	देखो, न और ल.	देखो ना अरल
0.83	hin-ukg-do-akshar-s07.mp3	देखो, ज और ल.	देखो ज़ अर्ल
0.83	math-nur-big-small-s04.mp3	और यह छोटा.	और यह चोटा
0.83	math-nur-long-round-s01.mp3	गोल चीज़ कौन सी है? उसे छुओ.	गोल्ड चीज कौन सी है? उसे चो.
0.84	eng-nur-shapes-check-s02.mp3	गोला कौन सा है? उसे छुओ.	गोला कौन सा है? उसे चो.
0.84	eng-nur-shapes-check-s03.mp3	तारा कौन सा है? उसे छुओ.	तारा कौन सा है? उसे चूँ.
0.84	evs-lkg-animal-food-s07.mp3	कुत्ता हड्डी चबाता है.	कुट्ता हड़ी चबाता है
0.84	math-nur-weight-check-s01.mp3	कौन सा भारी है? उसे छुओ.	कौन सा भारी है? उसे चो.
0.85	eng-lkg-animal-sound-names-s02.mp3	गाय की आवाज़, मूँ. बकरी की, में में.	गाए की आवाज मू वकरी की मे मे
0.85	eng-lkg-three-letter-words-s04.mp3	मिलकर बनता है डॉग, कुत्ता.	मिलकर बनता है डॉग, कुट्टा
0.85	evs-lkg-animal-habitats-s05.mp3	कुत्ता कुत्ताघर में रहता है.	कुट्ता कुट्ता घर में रहता है
0.85	evs-ukg-national-symbols-s03.mp3	बाघ हमारा राष्ट्रीय पशु है.	बाग हमारा राश्ट्रिय पशु है।
0.85	gk-ukg-sink-float-s02.mp3	सेब तैरता है, पानी के ऊपर रहता है.	सेप तेहरता है, पानी के उपर रहता है.
0.86	eng-nur-alphabets-s16.mp3	यह बड़ा एफ़ है.	यह बड़ा इफ है
0.86	eng-nur-alphabets-s40.mp3	यह बड़ा एन है.	यह बड़ा इन है
0.86	eng-nur-alphabets-s48.mp3	पी से पैरट, तोता.	पीसे पेरट दोता
0.86	eng-nur-insects-s07.mp3	यह टिड्डा है. टिड्डा ऊँचा कूदता है.	यह टड़ा है, टड़ा उंचा कुदता है
0.86	eng-nur-vegetables-s03.mp3	यह टमाटर है.	यह तमाटर है
0.86	eng-nur-vegetables-s08.mp3	यह फूलगोभी है.	यह पूल गुभी है
0.86	eng-ukg-phonics-s11.mp3	आई की ध्वनि, इ.	आई की ध्वनी ए
0.86	eng-ukg-phonics-s17.mp3	एन की ध्वनि, न.	इनकी ध्वनी ना
0.86	eng-ukg-phonics-s21.mp3	क्यू की ध्वनि, क्व.	क्यूंकि धनी को
0.86	eng-ukg-phonics-s26.mp3	यू की ध्वनि, अ.	यू की ध्वनी अप्ट
0.86	evs-lkg-animal-food-s03.mp3	गाय घास खाती है.	गाई घास खाती है
0.86	evs-lkg-house-parts-s06.mp3	और ये सीढ़ियाँ हैं.	और ये सीडिया हैं
0.86	evs-nur-good-habits-s07.mp3	,और दूध पीते हैं.	और दूद पीते हैं
0.86	evs-ukg-village-city-s02.mp3	छत पर एक ही मंज़िल.	चत पर एक ही मन्जिल
0.86	gk-ukg-sink-float-s03.mp3	अंडा डूब जाता है, नीचे बैठ जाता है.	अंदा दूब जाता है, नीचे बैठ जाता है.
0.86	hin-lkg-sabji-rang-s01.mp3	यह टमाटर है.	यह तमाटर है
0.86	hin-ukg-char-akshar-s07.mp3	देखो, अ और ज और ग और र.	देखो और जोर्ग और
0.86	hin-ukg-matra-s04.mp3	यह इ मात्रा है.	यह ए मात्रा है
0.86	hin-ukg-matra-s06.mp3	यह ई मात्रा है.	यह ए मात्रा है
0.86	hin-ukg-vyanjan-s20.mp3	यह त है.	या तहे
0.86	hin-ukg-vyanjan-s21.mp3	यह थ है.	या थहे
0.86	hin-ukg-vyanjan-s22.mp3	यह द है.	याद है
0.86	hin-ukg-vyanjan-s30.mp3	यह म है.	या महे
0.86	hin-ukg-vyanjan-s34.mp3	यह ल है.	या लहे
0.86	hin-ukg-vyanjan-s37.mp3	यह श है.	याश है
0.86	hin-ukg-vyanjan-s40.mp3	यह ह है.	याहा है!
0.86	math-lkg-half-whole-s01.mp3	यह पूरा सेब है.	यह पूरा सेभ है
0.86	math-nur-count-1-20-s15.mp3	पंद्रह.	पंदरा
0.86	math-nur-count-1-20-s19.mp3	उन्नीस.	उनीस
0.86	math-nur-long-short-s01.mp3	यह छड़ी लंबी है.	यह चड़ी लंबी है
0.86	math-ukg-add-single-s02.mp3	अब ये गिनो, तीन.	अब ये जिनों, तीन
0.86	math-ukg-divide-single-s04.mp3	छह भाग दो बराबर तीन.	चे भाग दो बराबर तीन
0.86	hin-ukg-char-akshar-s08.mp3	मिलकर बनता है, अजगर. अजगर का मतलब ऐ पाइथन.	मिलकर बनता है अजर, अजर का मतलब एप आइधन,
0.86	eng-nur-find-shapes-s01.mp3	कमरे में गोला कहाँ छिपा है? उसे ढूँढ़ो और छुओ.	कमरे में गोला कहां चिपा है? उसे ढूनो और छो.
0.87	eng-nur-water-animals-s07.mp3	यह केकड़ा है. केकड़ा टेढ़ा चलता है.	यह केकड़ा है, केकड़ा तेरा चलता है
