score	clip	text spoken	heard
0.71	eng-nur-alphabets-s56.mp3	हे छोटं एस आहे.	हे छोटो, ऐस गाहे?
0.71	eng-nur-birds-s02.mp3	हा कावळा आहे. कावळा काळा असतो.	हां कावडा आहे, कावडा काडा आस्तो
0.71	eng-nur-fruits-s07.mp3	हे नासपती आहे.	हे नासवतिया हे
0.71	eng-nur-wild-animals-s06.mp3	हे अस्वल आहे.	हे औस वद आहे
0.71	evs-lkg-animal-habitats-s06.mp3	ही मधमाशी आहे.	ही मदमाशिया है
0.71	evs-lkg-market-s04.mp3	आता म्हणा, केळी.	आता महना केवी
0.71	evs-ukg-balloon-ride-s04.mp3	ढग अगदी आपल्या जवळ आहेत.	लव अगदी आपले जवडाहेत
0.71	hin-ukg-swar-s10.mp3	हे ए आहे. म्हणा, ए.	हे आहे, मना ए
0.71	math-nur-count-1-20-s05.mp3	आता म्हणा, पाच.	आता महना पाज
0.71	math-nur-count-1-20-s07.mp3	आता म्हणा, सात.	आता महना साथ
0.71	math-nur-count-1-20-s09.mp3	आता म्हणा, नऊ.	आता महना नौक
0.71	math-nur-count-1-20-s16.mp3	आता म्हणा, सोळा.	आताम हना, सोडा
0.71	math-nur-count-51-100-s13.mp3	आता म्हणा, साठ.	आता महना, साथ
0.71	math-nur-taller-shorter-s01.mp3	हे झाड उंच आहे.	हे जाड उन्चा हे
0.72	eng-lkg-two-letter-words-s02.mp3	मिळून होतो इन, म्हणजे आत.	मिरून होतो इन मर्णे आद
0.72	eng-lkg-two-letter-words-s04.mp3	मिळून होतो ऑन, म्हणजे वर.	मिलून होतो अन, मनजे वर
0.72	math-lkg-lines-curves-s06.mp3	ही नागमोडी, झिगझॅग रेषा आहे.	ही नागमोडी जिग्जाग रेशा है
0.72	evs-ukg-india-culture-s03.mp3	खूप ठिकाणी लोक डोक्यावर फेटा बांधतात.	खूब ठिकानी लोग डोग्यावर फेटा बानतात।
0.73	demo-sky-s02.mp3	ढग आपल्या जवळून जात आहेत. डोकं वळवून सगळीकडे बघा.	गव अपल्या जवलून जाता है डोकव वलवून सगली कड़े बगा
0.73	eng-lkg-two-letter-words-s07.mp3	बघा, जी आणि ओ.	भा, जी आणी ओ
0.73	eng-nur-alphabets-s15.mp3	ई, एलिफ़ेंट, म्हणजे हत्ती.	ली एलिफेंट मनजे हती
0.73	eng-nur-colors-s03.mp3	हा निळा आहे.	हान निरा आहे
0.73	eng-nur-shapes-s08.mp3	हा तारा आहे.	हात आ रहा है
0.73	eng-nur-vegetables-s01.mp3	या भाज्या बघा.	या भाजा बगा
0.73	eng-nur-vegetables-s06.mp3	या भाज्या बघा.	या भाजा बगा
0.73	eng-nur-wild-animals-s07.mp3	हा झेब्रा आहे.	हाजे ब्राहे
0.73	eng-ukg-behind-front-s03.mp3	आता हे बघा.	आता हे बगहा
0.73	horse.mp3	हा घोडा आहे.	हाग उड़ा आहे
0.73	math-nur-count-21-50-s26.mp3	एक्केचाळीस ते पंचेचाळीस.	41, 35,
0.73	math-nur-count-51-100-s47.mp3	आता म्हणा, अठ्ठ्याऐंशी.	आता महना अठ्थ्या इंशी
0.73	eng-ukg-phonics-s02.mp3	ए चा आवाज, ऐ. माझ्यासोबत म्हणा.	इचा आवाज आय माझा सो बत महना
0.73	eng-ukg-phonics-s18.mp3	ओ चा आवाज, ऑ. माझ्यासोबत म्हणा.	उचा आवाज और माझा सोबत महना
0.73	eng-ukg-phonics-s24.mp3	टी चा आवाज, ट. माझ्यासोबत म्हणा.	पीचा आवाज तर्व माझा सो बत्मणा
0.73	evs-lkg-body-parts-s05.mp3	हे कान आहेत. कानांनी आपण ऐकतो.	हे का ना हे कनान ने आपन अइकतो
0.73	evs-ukg-national-symbols-s04.mp3	मोर हा आपला राष्ट्रीय पक्षी आहे.	मोर हापला राश्ट्रिय पशिया है
0.73	hin-ukg-teen-akshar-s02.mp3	मिळून बनतो कमल, म्हणजे कमळ.	मिरुन बंतो कमल, मन्जे कमल
0.74	eng-nur-alphabets-s06.mp3	बी, बनाना, म्हणजे केळं.	बी बनाना मनजे केड़
0.74	evs-lkg-community-helpers-s08.mp3	ते आपल्याला मदत करतात, तेव्हा आपण म्हणतो, धन्यवाद!	ते आपले आला मदद करतात, ते महां आपन भनतो धन्यवाद हुआ।
0.74	evs-ukg-water-cycle-s04.mp3	ढग जड आणि करडा होतो, आणि पाऊस पडतो.	गग जग आने करडा होतो आने पाउस पड़तो
0.74	math-nur-count-21-50-s12.mp3	आता म्हणा, एकोणतीस.	आता महना एकोंटीस
0.74	math-nur-count-51-100-s18.mp3	आता म्हणा, चौसष्ट.	आता महना चव सश्ट
0.74	math-nur-count-51-100-s43.mp3	आता म्हणा, पंच्याऐंशी.	आता महना पंचा इंशी
0.74	eng-lkg-three-letter-words-s06.mp3	मिळून होतो सन, म्हणजे सूर्य.	मिलून होतो संद मनजे सूर्य
0.74	eng-lkg-three-letter-words-s10.mp3	मिळून होतो हेन, म्हणजे कोंबडी.	मेरून होतो हेन मन्जे कोम्डी
0.74	eng-lkg-two-letter-words-s06.mp3	मिळून होतो अप, म्हणजे वरती.	मिलून होतो अब मन जे वर्ती
0.74	hin-ukg-do-akshar-s02.mp3	मिळून बनतो नल, म्हणजे नळ.	मिलून बनतो नल, मनजे नल
0.74	hin-ukg-do-akshar-s12.mp3	मिळून बनतो बस, म्हणजे बस.	मिरून बंतोग बस, मर्णे बस
0.74	math-ukg-add-double-s02.mp3	दहा अधिक पाच म्हणजे पंधरा.	रहा अधिक पाच मनजे पंद्रा
0.74	hin-ukg-char-akshar-s04.mp3	मिळून बनतो बरगद, म्हणजे वडाचं झाड.	मिलून बंतो बरग, मनजे वडाच जाड़
0.74	evs-nur-festivals-s02.mp3	दिवाळी हा दिव्यांचा सण आहे. आपण पणत्या लावतो.	दिवाली हा दिव्यांचा सन आहे, आपन पंट्या लाओ तो.
0.75	evs-nur-festivals-s01.mp3	सण म्हणजे आनंदाचे दिवस. आपण सगळे मिळून सण साजरे करतो.	सन मनचे आनंदाचे दिवस आपन सगले मिलून सन साजरे करतो
0.75	eng-lkg-in-on-under-s03.mp3	पिवळा चेंडू टबाच्या आत आहे.	पिवडा चेंडू पबाचा आता है।
0.75	eng-lkg-months-year-s05.mp3	मग मे.	मंगर मेग
0.75	eng-lkg-two-letter-words-s01.mp3	बघा, आई आणि एन.	बगा, आई, आणे अन
0.75	eng-nur-alphabets-s63.mp3	यू, अम्ब्रेला, म्हणजे छत्री.	यू अंब्रेला मनजे चत्री
0.75	eng-nur-birds-s08.mp3	हे बदक आहे. बदक पाण्यात पोहतं.	हे बनग आहे, बनग पाणयात पोहत,
0.75	eng-ukg-phonics-s28.mp3	डब्ल्यू चा आवाज, व. माझ्यासोबत म्हणा.	W चा आवाज, व माझा सो बत महना.
0.75	evs-lkg-animal-food-s05.mp3	कोंबडी दाणे टिपते.	कोमडी दाने टिपते
0.75	evs-nur-festivals-s03.mp3	आणि अंगणात रांगोळी काढतो.	आणी अंगनात रांगोली काड़तों
0.75	evs-ukg-flowers-s04.mp3	हा झेंडू आहे. झेंडूच्या फुलांचे हार बनवतात.	हा जिरंडू आहे, जिरंडू चा फुलान से हार बनावतात
0.75	evs-ukg-snow-camp-s02.mp3	हा आपला तंबू आहे. आपण यात झोपतो.	हाँ आपला तंबू आहे, आपन याद जोबतों!
0.75	hin-lkg-sabji-rang-s06.mp3	वांगं जांभळं असतं.	वांगा जामर अस्तो
0.75	hin-ukg-do-akshar-s01.mp3	बघा, न, ल.	बगा, नू, लु
0.75	hin-ukg-do-akshar-s09.mp3	बघा, म, न.	बगा, मौ, नौ
0.75	hin-ukg-swar-s03.mp3	हे आ आहे. म्हणा, आ.	हे आआ हे मना आप
0.75	hin-ukg-swar-s12.mp3	हे ओ आहे. म्हणा, ओ.	हे वो आहे, मणा, ओहु
0.75	hin-ukg-vyanjan-s06.mp3	हे ङ आहे.	हेल आहे
0.75	hin-ukg-vyanjan-s16.mp3	हे ड आहे.	हेडवा हे
0.75	math-nur-count-1-20-s08.mp3	आता म्हणा, आठ.	आता महना आठ रूज़
0.75	math-nur-near-far-s01.mp3	हे झाड जवळ आहे.	हे जाड जवल आहे
0.75	math-ukg-compare-numbers-s01.mp3	सात आणि तीन बघा.	साथ आणि तीन बगा
0.75	math-ukg-compare-numbers-s05.mp3	पाच आणि पाच बघा.	पाच आणी, पाच वगा
0.76	evs-ukg-germination-s05.mp3	ऊन आणि पाणी मिळालं की ते मोठं झाड बनतं.	उन आणि पाणी मिलाल किते मूठा ज्ञाण बनता
0.76	eng-ukg-phonics-s10.mp3	एच चा आवाज, ह. माझ्यासोबत म्हणा.	एक्चा आवाज माझा सो बत मना
0.76	eng-ukg-phonics-s15.mp3	एल चा आवाज, ल. माझ्यासोबत म्हणा.	L चा आवाज माझा सो बत महना
0.76	math-nur-count-51-100-s50.mp3	एक्क्याण्णव ते पंच्याण्णव.	एक क्यार्ण नव ते पंचार्ण नव
0.76	evs-ukg-seasons-s01.mp3	दरवर्षी तीन ऋतू येतात, उन्हाळा, पावसाळा आणि हिवाळा.	दर्वर्शी, तीन रुतु येतात, उन्हाला, पावसाला, अणि हिवाला.
0.76	eng-nur-alphabets-s33.mp3	के, काइट, म्हणजे पतंग.	के, काईट, मनजे, पतंगु।
0.76	eng-nur-alphabets-s45.mp3	ओ, ऑरेंज, म्हणजे संत्रं.	ओ, आरेंज, मनजे, संत्र
0.76	eng-nur-alphabets-s60.mp3	टी, टाइगर, म्हणजे वाघ.	टी, टाइगर, मनजे वाग।
0.76	hin-ukg-matra-s05.mp3	क ला इ मात्रा लागली, कि.	प्लाग ए मात्रा लागली की
0.76	math-nur-count-51-100-s17.mp3	आता म्हणा, त्रेसष्ट.	आता महना त्रेस श्टुक
0.76	school_tour_s1.mp3	सगळीकडे बघा. ही आपली शाळा आणि जवळची घरं.	सवले कड़े बगा, ही आपले शाला आणे जवलचे घरौ।
0.76	eng-nur-wild-animals-s08.mp3	हे हरीण आहे. हरीण खूप वेगाने पळतं.	हे हरीना हे, हरीन खूप वेगाने पड़तव
0.76	hin-ukg-char-akshar-s06.mp3	मिळून बनतो नटखट, म्हणजे खोडकर.	मिलून बंतो नठखट मनजे खोड़ कर
0.77	evs-nur-good-habits-s03.mp3	जेवणाआधी आणि शौचानंतर आपण साबणाने हात धुतो.	जेवना आधी और शवचा नंतर आपन साबनाने हात धुतों
0.77	eng-lkg-two-letter-words-s12.mp3	मिळून होतो वी, म्हणजे आपण.	मिलून होतो वी, महनीचे आपण
0.77	eng-nur-alphabets-s03.mp3	ए, अॅपल, म्हणजे सफरचंद.	एक आपल मनजे सफरचंद।
0.77	eng-nur-alphabets-s05.mp3	हे छोटं बी आहे.	हे छोटव भी आहे
0.77	eng-nur-alphabets-s11.mp3	हे छोटं डी आहे.	हे छोटर डिया हे
0.77	eng-nur-alphabets-s40.mp3	हे मोठं एन आहे.	हे मोठो, इना हे
0.77	eng-nur-alphabets-s66.mp3	वी, वायलिन, म्हणजे व्हायोलिन.	वी, वायलिन, भनजे वायोलिन.
0.77	eng-nur-shapes-s02.mp3	हे वर्तुळ आहे.	हे वर्तुला हे
0.77	eng-nur-shapes-s07.mp3	हा लंबगोल आहे.	हाला मुल आहे
0.77	evs-lkg-animal-food-s03.mp3	गाय गवत खाते.	गाइगोत खाते
0.77	evs-lkg-animal-food-s11.mp3	माकड केळं खातं.	माकल के खातो
0.77	hin-ukg-char-akshar-s03.mp3	बघा, ब, र, ग, द.	बभा बो रगो दुट
0.77	hin-ukg-do-akshar-s04.mp3	मिळून बनतो कल, म्हणजे काल.	मिलून बंतो कल मनजे काल
0.77	hin-ukg-matra-s06.mp3	ही ई मात्रा आहे.	ही इ मात्रा हे
0.77	math-lkg-more-less-same-s06.mp3	लाल आणि निळे सारखेच आहेत.	लाल आणी निरे सारखेज आहेद
0.77	evs-nur-festivals-s08.mp3	ईदला आपण चंद्र बघतो, आणि सगळ्यांना ईद मुबारक म्हणतो.	इदला आपन चंद्रबक्तो आणि सग्यान्ना इद मुबारक मनतो।
0.77	evs-nur-good-habits-s04.mp3	आपण रोज आंघोळ करतो आणि टॉवेलने अंग पुसतो.	आपन रोज अंगोल करतो आडि टौवेलने अंग पुस्तो।
0.77	eng-ukg-phonics-s06.mp3	ई चा आवाज, ए. माझ्यासोबत म्हणा.	इत्चा आवाज, एल, माझा सोबत महना
0.77	eng-ukg-phonics-s23.mp3	एस चा आवाज, स. माझ्यासोबत म्हणा.	एसचा आवाज स्वाजा सो बत महना
0.77	evs-ukg-national-symbols-s03.mp3	वाघ हा आपला राष्ट्रीय प्राणी आहे.	वाग, हापला राश्ट्रिय प्राणिया है।
0.77	evs-ukg-national-symbols-s05.mp3	कमळ हे आपलं राष्ट्रीय फूल आहे.	कमल है आपला राश्ट्रिय पूला है
0.77	evs-ukg-national-symbols-s06.mp3	आंबा हे आपलं राष्ट्रीय फळ आहे.	अमबा हे आपला राश्ट्रीय फड़ आहे
0.77	hin-nur-vadya-yantra-s02.mp3	हा तबला आहे. तो हातांनी वाजवतात.	हाथ अबला आहे, तो हाथा ने वाजवताद
0.77	hin-ukg-char-akshar-s02.mp3	मिळून बनतो मकसद, म्हणजे हेतू.	मिलून बनतो मुपसद, मन जे हे तू.
0.78	eng-lkg-myself-s04.mp3	हा माझा भाऊ राजू आहे.	हा माज़ा भाव राजू आहे
0.78	eng-nur-bird-animal-sounds-duck.mp3	हे बदक आहे. बदक क्वॅक क्वॅक करतं.	हे बनर आहे, बनर क्वाक क्वाक करता।
0.78	eng-nur-bird-animal-sounds-s02.mp3	कावळा कसा ओरडतो? त्याला शोधा आणि बघा.	कावला कसा उरणतो त्याला शोधा आणी बगा
0.78	evs-lkg-market-s02.mp3	हे फळांचं दुकान आहे.	हे फरांचक दुकाना हे
0.78	evs-ukg-national-symbols-s07.mp3	आणि वड हा आपला राष्ट्रीय वृक्ष आहे.	आणिवल हाँ अपला राश्ट्रिय वरुक्षा है
0.78	hin-ukg-vyanjan-s31.mp3	आता य, र, ल, व बघा.	आतायर, रर, ल, वबगा
0.78	math-nur-count-21-50-s03.mp3	आता म्हणा, एकवीस.	आता महना, एक वीश,
